시트명,순번,제품명,이미지_개수,이미지_파일목록,HTML_파일경로
☆파일명 리스트(일반),11,오프너,10,"00_A.jpg, 01_H.jpg, 02_G.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 30_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\11_오프너.txt
☆파일명 리스트(일반),12,코르크 티코스터,10,"00_A.jpg, 01_G.jpg, 02_F.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 30_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\12_코르크 티코스터.txt
☆파일명 리스트(일반),13,속지 공통,9,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\13_속지 공통.txt
☆파일명 리스트(일반),14,스프링 노트,9,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\14_스프링 노트.txt
☆파일명 리스트(일반),15,포스터,9,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\15_포스터.txt
☆파일명 리스트(일반),16,휴대폰 보호필름,9,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\16_휴대폰 보호필름.txt
☆파일명 리스트(일반),17,포토카드,11,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 15_A.jpg, 20_A.jpg, 21_B.jpg, 33_I.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\17_포토카드.txt
☆파일명 리스트(일반),18,핀버튼,9,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\18_핀버튼.txt
☆파일명 리스트(일반),19,라이트박스,9,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\19_라이트박스.txt
☆파일명 리스트(일반),20,아크릴 원목 액자,9,"00_A.jpg, 01_N.jpg, 02_J.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_J.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\20_아크릴 원목 액자.txt
☆파일명 리스트(일반),21,자유형 씰 스티커 일반,15,"00_A.jpg, 01_O.jpg, 02_L.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 10_A.jpg, 13_A.jpg, 14_B.jpg, 19_B.jpg, 25_A.jpg, 33_H.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\21_자유형 씰 스티커 일반.txt
☆파일명 리스트(일반),22,맥세이프 데님,10,"00_A.jpg, 01_H.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 29_A.jpg, 33_K.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\22_맥세이프 데님.txt
☆파일명 리스트(일반),23,에코백,10,"00_A.jpg, 01_H.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 18_B.jpg, 29_A.jpg, 33_K.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(일반)\23_에코백.txt
